path	wave_owner	owning_tests	owning_docs	scenarios	security_trigger	research_spine_touch
backend/app/core/validation_executor.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; YES — security_benchmark --fail-on-threshold (audit.py/metrics.py/audit_middleware.py scope widening M-12)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/models/database.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/models/telemetry_span.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/services/file_encryption_migration.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; YES — security_benchmark --fail-on-threshold (audit.py/metrics.py/audit_middleware.py scope widening M-12)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/services/research_validity_evidence_units.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/services/research_validity_service.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/skills/system_actions.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
frontend/src/components/auth/LoginScreen.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/chat/ChatModelControls.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/common/ContextPreview.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/common/DonateComputeToggle.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/common/EnsembleHealthView.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/common/QualityView.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/common/SeeMoreList.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/common/ToolAuditTrailTable.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/common/VersionHistory.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/interfaces/FigmaTab.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/interfaces/GenerateTab.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/interfaces/InterfacesOnboarding.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/interfaces/InterfacesView.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/interfaces/PrivacyWarningBanner.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/interviews/AudioPlayer.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/interviews/InterviewView.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/interviews/interviewPreviewParts.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/kanban/TaskEditor.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/laws/ComplianceProfile.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/layout/HomeClient.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/layout/StatusBar.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/metrics/MetricsView.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/onboarding/FolderLinkStep.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/onboarding/LLMCheckStep.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/projects/ContextEditor.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/settings/ConnectionStringPanel.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/settings/FileEncryptionManager.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/settings/GovernedEvolutionView.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/settings/ProjectSettingsView.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/components/settings/SessionManager.tsx	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/hooks/useWebSocket.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/lib/api.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/lib/apiClient.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/lib/backupApi.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/lib/chatApi.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/lib/contextDagApi.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/lib/dgmhArchiveApi.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/lib/improvementGovernanceApi.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/lib/memoryApi.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/lib/navigation.test.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/lib/notificationApi.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/lib/sessionsApi.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/lib/tokenStore.test.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/lib/tokenStore.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/lib/updatesApi.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/stores/authStore.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
frontend/src/stores/lawsStore.ts	W3a/W3b (preserved dirty, excluded from W1 freeze)	eslint (with .stryker-tmp ignored M-16); tsc --noEmit; vitest; mutation node-24 lane	frontend docs where copy changes	Playwright journeys for changed surfaces (W5)	none	no (UI surfaces route spine data but hold no gate logic)
qa/Dockerfile	W5 (QA lane definition)	qa-contract-render + ui-journeys container lanes	docs/promotion candidate-boundary §QA; TESTING.md	container Playwright journeys	none	no
recipes/istara-main/recipe.toml	owner-gated conductor config (NOT W2)	recipe validate	recipe docs	conductor pipeline only	none — process config, never report evidence	no
security/SECURITY_BENCHMARK.md	W3-verify	scripts/security_benchmark.py --fail-on-threshold; tests/test_security_benchmark.py	security/SECURITY_BENCHMARK.md	none	YES — control scope change (M-12)	route evidence for audit/metrics controls
security/control_matrix.json	W3-verify	scripts/security_benchmark.py --fail-on-threshold; tests/test_security_benchmark.py	security/SECURITY_BENCHMARK.md	none	YES — control scope change (M-12)	route evidence for audit/metrics controls
docs/architecture/research-validity-contract.md	W2-included	grep valid-reference check (M-21)	self (contract)	none	none	YES — research-validity-contract.md is the protected spine contract
docs/build-stream/2026-09-08-pi-capability-inheritance.md	W2-included	tests/test_public_repo_quality.py (scan+whitespace)	self (lifecycle)	none	none	lifecycle narrative only — never report evidence
docs/build-stream/2026-09-08-benchmark-modernization-full-ui-suite.md	W2-included	tests/test_public_repo_quality.py (scan+whitespace)	self (lifecycle)	none	none	lifecycle narrative only — never report evidence
docs/build-stream/2026-09-09-testing-to-main-convergence.md	W2-included	tests/test_public_repo_quality.py (scan+whitespace)	self (lifecycle)	none	none	lifecycle narrative only — never report evidence
docs/promotion/2026-09-09-control-plane-triage.tsv	W2-included	tests/test_public_repo_quality.py (scan+whitespace)	W2 dossier (sibling file)	none	none	no — triage evidence, never report evidence
docs/promotion/2026-09-09-control-plane-lifecycle.md	W2-included	tests/test_public_repo_quality.py (scan+whitespace)	self (W2 dossier)	none	none	lifecycle narrative only — never report evidence
docs/promotion/2026-09-09-obligation-matrix.tsv	W2-included	tests/test_public_repo_quality.py (scan+whitespace)	W2 dossier (sibling file)	none	none	no — obligation evidence, never report evidence
